ID,ReleaseDate,Rank,Movie,Distributor,Genre,Gross,Tickets Sold
8910,04-10-2017,678,Chavela,Music Box Films,Documentary,5212,572
8911,16-10-2015,713,Death Valley,Indican Pictures,Drama,5211,618
8912,09-11-2018,679,In Searching,Indican Pictures,Adventure,5210,571
8913,31-08-2012,671,The Good Doctor,Magnolia Pictures,Drama,5206,654
8914,02-04-2021,378,Blood Brothers,Indican Pictures,Thriller/Suspense,5191,510
8915,19-10-2012,640,My Worst Nightmare,Strand Releasing,Comedy,5181,637
8916,11-10-2019,638,100 Acres of Hell,Indican Pictures,Horror,5152,562
8917,07-08-2009,625,Beeswax,Cinema Guild,Comedy,5151,652
8918,10-12-2021,379,A Son,ArtMattan Films,Drama,5126,504
8919,01-12-2023,554,How I Learned to Fly,Film Movement,Drama,5125,475
8920,26-04-2019,639,Body at Brighton Rock,Magnolia Pictures,Thriller/Suspense,5123,559
8921,04-01-2013,641,A Dark Truth,Magnolia Pictures,Thriller/Suspense,5120,629
8922,15-06-2018,680,Intersection,Indican Pictures,Drama,5116,561
8923,11-07-2014,714,Les vacances du petit Nicolas,Mongrel Media,Comedy,5114,606
8924,22-06-2012,642,Brave,Walt Disney,Adventure,5111,628
8925,02-11-2012,672,A Liar's Autobiography - Th…,Brainstorm Media,Comedy,5102,640
8926,09-09-2016,742,The Carer,Corinth Films,Drama,5102,589
8927,30-08-2024,490,Petrol,Indican Pictures,Thriller/Suspense,5090,472
8928,12-04-2023,555,Tommy Guns,Kino Lorber,Horror,5085,471
8929,02-09-2022,444,Saloum,IFC Midnight,Thriller/Suspense,5078,482
8930,17-05-2013,643,Bidder 70,First Run Features,Documentary,5074,624
8931,09-09-2011,681,Tanner Hall,Anchor Bay Entert…,Drama,5073,639
8932,19-08-2011,682,Flypaper,IFC Films,Comedy,5043,636
8933,23-10-2020,343,Bang Bang,Indican Pictures,Drama,5042,549
8934,26-10-2012,673,Pusher,Radius,Thriller/Suspense,5040,633
8935,03-12-2010,683,Come Undone,Film Movement,Drama,5037,635
8936,06-06-2014,670,"2 Autumns, 3 Winters",Film Movement,Drama,5030,615
8937,23-07-2021,380,Victim of Love,Indican Pictures,Horror,5016,493
8938,28-08-2015,715,A Reason,Indican Pictures,Drama,5010,594
8939,01-06-2018,681,The Texture of Falling,Self Distributed,Drama,5010,549
8940,31-12-1990,640,The Garden,International Fil…,Drama,5006,546
8941,24-12-2010,626,Hadewijch,IFC Films,Drama,5006,634
8942,15-01-2016,743,A Perfect Day,IFC Films,Drama,5002,578
8943,03-03-2023,556,Heretic,Indican Pictures,Horror,5002,464
8944,03-09-2010,627,The Winning Season,Roadside Attractions,Comedy,5000,633
8945,06-02-2015,716,The Voices,Lionsgate,Comedy,5000,593
8946,15-05-2020,344,Alice,Monument Releasing,Comedy,5000,544
8947,03-12-2010,628,Come Undone,Film Movement,Drama,4998,633
8948,06-11-2020,381,The Dark and The Wicked,RLJ Entertainment,Horror,4991,490
8949,29-11-2013,671,Violette,Mongrel Media,Drama,4981,609
8950,06-09-2013,644,Hell Baby,Alchemy,Black Comedy,4980,612
8951,28-09-2012,674,Bringing Up Bobby,Monterey Media,Drama,4975,625
8952,26-01-2024,491,The Seeding,Magnet Releasing,Horror,4974,461
8953,25-09-2020,345,Ottolenghi and the Cakes of…,IFC Films,Documentary,4962,540
8954,11-12-2013,645,Nuclear Nation,First Run Features,Documentary,4960,610
8955,19-04-2013,646,Herman's House,First Run Features,Documentary,4956,609
8956,03-04-2015,717,SBK The-Movie,Hanover Multimedia,Comedy,4950,587
8957,24-02-2012,675,Tomorrow When the War Began,Freestyle Releasing,Action,4936,620
8958,08-09-2017,658,Company Town,First Run Features,Documentary,4934,550
8959,20-05-2022,445,Mondocane,Kino Lorber,Thriller/Suspense,4927,467
8960,25-10-2013,672,Les beaux jours,,Drama,4919,602
8961,25-01-2013,647,Supporting Characters,TriBeca Films,Comedy,4917,604
8962,01-05-2015,718,Gerontophilia,Strand Releasing,Comedy,4916,583
8963,29-05-2015,719,Barely Lethal,A24,Comedy,4912,582
8964,23-12-2009,629,"Police, Adjective",,Drama,4908,622
8965,19-08-2011,673,The Worst Movie EVER!,Hiltz Squared,Comedy,4907,600
8966,26-03-2021,382,Things Don’t Stay Fixed,Indican Pictures,Drama,4905,482
8967,18-09-2020,346,Last Call,,Drama,4894,533
8968,19-08-2011,676,The Worst Movie EVER!,Hiltz Squared,Comedy,4891,614
8969,29-09-2023,557,Deliver Us,Magnet Releasing,Horror,4883,452
8970,19-10-2018,641,Un Traductor,Film Movement,Drama,4879,532
8971,23-03-2012,677,Brake,IFC Films,Thriller/Suspense,4876,612
8972,12-07-2013,648,Revelation Road 2,Freestyle Releasing,,4871,599
8973,27-06-2014,674,Nothing Bad Can Happen,Drafthouse Films,Horror,4871,596
8974,01-11-2019,642,Crepitus,Indican Pictures,Horror,4846,529
8975,10-06-2016,744,Call Her Applebroog,Zeitgeist,Documentary,4842,559
8976,11-12-2015,720,"Arabian Nights: Volume 2, T…",Kino Lorber,Drama,4839,574
8977,09-09-2011,684,Burke & Hare,IFC Films,Black Comedy,4833,609
8978,08-11-2019,643,Ballet Blanc,Indican Pictures,Horror,4832,527
8979,23-12-2020,383,Evergreen,Indican Pictures,Drama,4830,474
8980,20-03-1992,682,Edward II,Fine Line,Drama,4826,529
8981,19-10-2012,649,The Flat,IFC Films,Documentary,4820,592
8982,08-02-2012,650,Ferlinghetti: A Rebirth of …,First Run Features,Documentary,4816,592
8983,18-04-2014,675,Gabrielle,Entertainment One,Drama,4804,588
8984,06-08-2010,630,The Oxford Murders,Magnolia Pictures,Thriller/Suspense,4803,608
8985,10-01-2014,676,Return to Nuke 'Em High Vol…,Anchor Bay Entert…,Black Comedy,4790,586
8986,17-12-2014,721,Goodbye to All That,IFC Films,Drama,4790,568
8987,18-04-2014,677,Half the Road,First Run Features,Documentary,4783,585
8988,07-12-2012,651,The Man Who Shook the Hand …,Indican Pictures,Comedy,4758,585
8989,18-11-2016,659,Best Worst Thing That Ever …,Abramorama Films,Documentary,4753,529
8990,04-11-2022,446,Next Exit,Magnet Releasing,Comedy,4742,450
8991,01-11-2013,652,Big Sur,Ketchup Entertain…,Drama,4734,582
8992,01-07-2016,745,Roseanne for President!,IFC Films,Documentary,4734,547
8993,05-12-2014,678,Fall,Mongrel Media,Drama,4726,578
8994,25-03-2022,447,The Gravedigger,Indican Pictures,Horror,4726,448
8995,23-01-2015,722,Miss Hill: Making Dance Matter,First Run Features,Documentary,4706,558
8996,22-09-2017,660,Shot,Paladin,Drama,4701,524
8997,01-04-2016,746,Marinoni: The Fire in the F…,First Run Features,Documentary,4696,542
8998,11-12-2020,347,Farewell Amor,IFC Films,Drama,4689,510
8999,07-11-2014,679,Death Metal Angola,The Vladar Company,Documentary,4674,572
9000,16-08-2019,644,What You Gonna Do When The …,KimStim,Documentary,4672,510
9001,09-11-2018,683,The Long Dumb Road,Universal,Comedy,4667,512
9002,17-05-2019,645,Slaughterhouse Rulez,Sony Pictures,Action,4665,509
9003,18-11-2016,747,Blood on the Mountain,Abramorama Films,Documentary,4664,539
9004,09-06-2017,661,Night School,Oscilloscope Pict…,Documentary,4663,519
9005,09-06-2017,662,I Love You Both,Magnolia Pictures,Comedy,4661,519
9006,06-12-2019,348,The Disappearance of my Mother,Kino Lorber,Documentary,4658,507
9007,24-10-2020,349,No Ordinary Love,Self Distributed,Thriller/Suspense,4656,507
9008,22-04-2016,748,Sworn Virgin,Strand Releasing,Drama,4636,535
9009,25-09-2015,723,Ashby,Film Arcade,Comedy,4631,549
9010,22-05-2015,724,Seeds of Time,Kino Lorber,Documentary,4630,549
9011,09-07-2021,384,Scales,Variance Films,Drama,4617,453
9012,16-09-2016,749,Miss Stevens,The Orchard,Comedy,4611,533
9013,15-12-2023,492,Godard Cinema,Kino Lorber,Documentary,4609,427
9014,19-07-2019,646,At War,Cinema Libre,Drama,4605,502
9015,11-03-2016,750,The Automatic Hate,Film Movement,Drama,4603,532
9016,14-08-2015,725,Tango Negro: The African Ro…,ArtMattan Films,Documentary,4593,544
9017,13-01-2012,678,Newlyweds,TriBeca Films,Comedy,4584,575
9018,03-08-2012,679,Sushi: The Global Catch,Alive Mind,Documentary,4583,575
9019,13-05-2016,751,Search Party,Focus World,Comedy,4571,528
9020,06-09-2024,493,The Paragon,Music Box Films,Comedy,4566,423
9021,12-09-2014,680,Smiling Through the Apocalypse,First Run Features,Documentary,4560,558
9022,04-10-2013,653,All is Bright,Anchor Bay Entert…,Comedy,4556,560
9023,04-10-2013,654,Argento's Dracula 3D,IFC Midnight,Horror,4556,560
9024,01-09-2017,663,A Boy Called Po,Freestyle Releasing,Comedy,4550,507
9025,20-09-2024,494,Universal Language,Oscilloscope Pict…,Drama,4550,422
9026,19-01-2018,684,Kangaroo,Abramorama Films,Documentary,4547,499
9027,26-01-2018,685,Kickboxer: Retaliation,Well Go USA,Action,4537,498
9028,15-09-2017,664,Vengeance: A Love Story,FilmRise,Action,4526,504
9029,19-06-2020,350,Babyteeth,IFC Films,Drama,4507,490
9030,28-03-2014,681,Jews of Egypt,ArtMattan Films,Documentary,4506,551
9031,22-01-2016,752,Synchronicity,Magnolia Pictures,Thriller/Suspense,4505,520
9032,16-04-2021,385,Bill Traylor: Chasing Ghosts,Kino Lorber,Documentary,4504,442
9033,18-12-2015,753,"Arabian Nights: Volume 3, T…",Kino Lorber,Documentary,4502,520
9034,20-10-2021,386,Labyrinth of Cinema (海辺の映画館…,Crescendo House F…,Drama,4501,442
9035,17-06-2022,448,A Man of Integrity,Big World Pictures,Drama,4499,427
9036,21-07-2017,665,The Pulitzer at 100,First Run Features,Documentary,4489,500
9037,27-03-2015,726,52 Tuesdays,Kino Lorber,Drama,4484,531
9038,08-11-2013,655,People of a Feather,First Run Features,Documentary,4483,551
9039,10-04-2020,351,Monero Means Money: Cryptoc…,"rCryptoCurrency, LLC",Documentary,4470,486
9040,06-01-2017,666,German Concentration Camps …,First Run Features,Documentary,4468,498
9041,27-01-2023,558,Life Upside Down,IFC Films,Comedy,4467,414
9042,09-11-2018,686,Weightless,Paladin,Drama,4461,489
9044,09-01-2015,728,"Farewell, Herr Schwartz",Kino Lorber,Documentary,4455,528
9045,06-09-2019,647,I’m Leaving Now,Cinema Guild,Documentary,4443,485
9046,07-11-2014,729,The Sacrifice,Kino Lorber,Drama,4442,526
9047,18-12-2015,754,Noma: My Perfect Storm,Magnolia Pictures,Documentary,4430,512
9048,19-10-2012,656,When the Iron Bird Flies,Alive Mind,Documentary,4423,544
9049,27-06-2014,682,Unrelated,Kino Lorber,Drama,4419,540
9050,23-08-2013,657,Paradise: Faith,Strand Releasing,Drama,4416,543
9051,19-09-2012,658,Radio Unnameable,Kino Lorber,Documentary,4414,542
9052,20-09-2024,495,My Dearest Fu Bao,Well Go USA,Documentary,4413,409
9053,24-10-2014,683,Life of Riley,Kino Lorber,Drama,4406,539
9054,10-01-2014,684,The Truth About Emanuel,TriBeca Films,Drama,4404,539
9055,12-05-2000,559,The Discreet Charm of the B…,,Comedy,4396,407
9056,01-10-2021,387,Mayday,Magnolia Pictures,Drama,4382,430
9057,19-10-2011,685,The Catechism Cataclysm,IFC Midnight,Comedy,4373,551
9058,29-11-2019,352,Tremors,Film Movement,Drama,4349,473
9059,22-07-2022,449,La Abuela,Sony Pictures,Horror,4343,412
9060,25-01-2019,648,Tito and the Birds,Shout! Factory,Adventure,4332,472
9061,12-12-2014,730,Back in Time,China Lion Film D…,Drama,4330,513
9062,22-02-2013,659,Inescapable,IFC Films,Thriller/Suspense,4327,532
9063,02-12-2022,450,Reflections of a Broken Memory,Indican Pictures,Thriller/Suspense,4323,410
9064,27-07-2016,755,On Meditation,Kino Lorber,Documentary,4322,499
9065,11-05-2012,680,Tonight You’re Mine,Roadside Attractions,Romantic Comedy,4321,542
9066,01-05-2015,731,Days of Grace,Cinema Libre,Thriller/Suspense,4308,511
9067,17-01-2014,685,Life of a King,Alchemy,Drama,4304,526
9068,07-12-2012,681,The Rabbi's Cat,GKIDS,Adventure,4301,540
9069,23-09-2016,756,Auto Shop of Horrors,Driving With Our …,Comedy,4300,497
9070,14-08-2009,631,Cloud 9,,,4297,544
9071,05-04-2019,649,The Fate of Lee Khan (1973)…,Film Movement,Action,4295,468
9072,02-03-2012,682,Art is....The Permanent Rev…,First Run Features,Documentary,4291,539
9073,14-10-2011,683,OKA!,Dada Films,Adventure,4281,537
9074,13-06-2014,686,Manuscripts Don’t Burn,Kino Lorber,Drama,4279,523
9075,14-09-2012,660,Port of Shadows,Rialto Pictures,Drama,4267,524
9076,31-08-2012,684,Breathing,Kino Lorber,Drama,4258,534
9077,08-04-2022,451,a-ha: The Movie,Lightyear Enterta…,Documentary,4258,404
9078,18-09-2015,732,The Blade of Don Juan,Indican Pictures,Romantic Comedy,4254,504
9079,13-10-2017,667,Bad Lucky Goat,Film Movement,Drama,4253,474
9080,20-01-2017,668,My Father Die,FilmRise,Action,4252,474
9081,23-12-2011,685,Miss Minoes,Music Box Films,Adventure,4242,532
9082,10-10-2014,687,The Devil's Hand,Roadside Attractions,Thriller/Suspense,4239,518
9083,30-09-2011,686,Fancypants,Humble Pie Films,Comedy,4227,533
9084,19-08-2009,632,The Headless Woman,Strand Releasing,Drama,4222,535
9085,10-12-2012,686,The Loving Story,Icarus Films,Documentary,4218,529
9086,12-10-2018,687,Stella’s Last Weekend,Paladin,Comedy,4215,462
9087,24-06-2016,757,Breaking a Monster,Abramorama Films,Documentary,4212,486
9088,10-07-2015,733,What We Did on Our Holiday,Lionsgate,Comedy,4200,498
9089,19-08-2011,734,The Worst Movie EVER!,Hiltz Squared,Comedy,4196,497
9090,05-03-2021,388,No Place,Indican Pictures,Action,4194,412
9091,30-09-2016,758,Among the Believers,First Run Features,Documentary,4189,484
9092,09-11-2012,688,Nothing But a Man (1964) (R…,APD/Cinema Conser…,Drama,4177,511
9093,15-07-2011,687,Daylight,Cinema Purgatorio,Thriller/Suspense,4171,525
9094,06-01-2012,687,The King of Devil's Island,Kino Lorber,Drama,4162,522
9095,20-09-2013,689,Northern Lights,Artists Public Do…,Drama,4162,509
9096,06-05-2011,688,Caterpillar,Lorber Films,Drama,4157,524
9097,05-10-2012,661,The Revisionaries,Kino Lorber,Documentary,4155,511
9098,01-12-2017,669,Badsville,Epic Pictures Group,Drama,4153,462
9099,22-02-2013,663,Red Flag,TriBeca Films,Romantic Comedy,4150,510
9100,22-02-2013,662,Rubberneck,TriBeca Films,Thriller/Suspense,4150,510
9101,31-12-1974,633,Promised Lands,The Film Desk,,4149,525
9102,07-12-2018,688,The Party’s Just Beginning,The Orchard,Drama,4145,454
9103,23-08-2019,353,Give Me Liberty,Music Box Films,Comedy,4134,450
9104,19-08-2011,688,Amigo,Variance Films,Drama,4123,517
9105,22-10-2010,634,Inhale,IFC Films,Thriller/Suspense,4115,521
9106,04-12-2020,354,Dear Santa,IFC Films,Documentary,4109,447
9107,05-09-2014,690,Thunder and the House of Magic,Shout! Factory,Adventure,4091,500
9108,22-03-2013,664,Silver Circle,Hybrid Pictures,Thriller/Suspense,4080,501
9109,27-09-2019,650,The Gliksmans,Indican Pictures,Comedy,4080,445
9110,16-01-2015,735,Three Night Stand,Myriad Entertainm…,Comedy,4076,483
9111,28-02-2020,355,Straight Up,Strand Releasing,Romantic Comedy,4075,443
9112,30-03-2016,759,I Don’t Belong Anywhere: Th…,Icarus Films,Documentary,4069,470
9113,14-03-2013,665,The Kitchen,Monterey Media,Comedy,4054,498
9114,01-10-2010,635,Zenith,Cinema Purgatorio,Thriller/Suspense,4052,513
9115,30-11-2012,666,A Werewolf Boy,CJ Entertainment,Drama,4046,497
9116,13-01-2017,670,Mostly Sunny,,Documentary,4046,451
9117,27-10-2017,689,Brimstone & Glory,Oscilloscope Pict…,Documentary,4036,443
9118,08-04-2011,689,To Die Like A Man,Strand Releasing,Musical,4029,508
9119,27-09-2013,667,Morning,Anchor Bay Entert…,Drama,4029,495
9120,07-07-2017,671,Swim Team,Argot Pictures,Documentary,4024,448
9121,07-12-2018,690,Frank and Ava,Gravitas Ventures,Drama,4009,440
9122,03-06-2011,690,Building Hope,The Nobility Project,Documentary,4000,504
9123,06-09-2013,668,Things Never Said,Ohio Street Pictures,Drama,4000,492
9124,14-10-2016,760,Coming Through the Rye,Eammon Films,Drama,4000,462
9125,15-10-2021,452,Luzzu,Kino Lorber,Drama,3996,379
9126,14-09-2011,689,Granito: How to Nail a Dict…,Skylight Pictures,Documentary,3988,501
9127,19-03-2010,636,Kimjongilia,Kino International,,3987,505
9128,22-07-2016,672,Train to Busan,Well Go USA,Horror,3982,443
9129,25-10-2019,356,Countdown,STX Entertainment,Horror,3953,430
9130,26-03-2010,637,Just Say Love,Regent Releasing,Drama,3944,499
9131,30-11-2018,651,Sicilian Ghost Story,Strand Releasing,Drama,3935,429
9132,23-09-2005,669,Magnificent Desolation,IMAX Films,Documentary,3929,483
9133,23-01-2015,736,Salvation Army,Strand Releasing,Drama,3929,466
9134,23-09-2022,453,Carmen,Good Deed Enterta…,Drama,3927,372
9135,08-05-2015,737,La rançon de la gloire,,Comedy,3926,465
9136,04-05-2019,652,Mother of a Day,Sumbadhat Product…,Comedy,3919,427
9137,19-05-2017,673,The Woman Who Left,Kino Lorber,Drama,3906,435
9138,06-07-2018,691,The Citizen,ArtMattan Films,Drama,3901,428
9139,23-04-2014,691,Bicycling with Moliere,Strand Releasing,Comedy,3896,476
9140,12-09-2014,692,The Mystery of Happiness,Strand Releasing,Romantic Comedy,3894,476
9141,10-08-2012,670,Max et les ferrailleurs,Rialto Pictures,Thriller/Suspense,3891,478
9142,03-01-2014,693,Beyond Outrage,Magnolia Pictures,Action,3878,474
9143,16-11-2012,690,The Man in the White Suit,Rialto Pictures,Comedy,3874,486
9144,08-11-2019,653,Crown Vic,Screen Media Films,Action,3868,422
9145,15-07-2023,560,Last Night of Amore,Focus World,Thriller/Suspense,3865,358
9146,17-11-2017,692,Porto,Kino Lorber,Drama,3863,424
9147,16-10-2019,357,Stuffed,Music Box Films,Documentary,3849,419
9148,20-04-2012,691,The Moth Diaries,IFC Films,Horror,3838,482
9149,14-12-2018,693,The Second Time Around,First Run Features,Romantic Comedy,3837,421
9150,15-07-2011,691,Ranchero,Indican Pictures,Drama,3826,482
9151,06-03-2020,358,King’s Gambit,Indican Pictures,Thriller/Suspense,3816,415
9152,17-12-2021,454,The Novice,IFC Films,Thriller/Suspense,3802,361
9153,01-10-2010,692,Zenith,Cinema Purgatorio,Thriller/Suspense,3801,479
9154,29-05-2015,738,Unfreedom,Dark Frames,Drama,3778,448
9155,31-03-2023,561,Eight Deadly Shots,Janus Films,Drama,3776,350
9156,15-11-2017,694,Song of Granite,Oscilloscope Pict…,Drama,3774,414
9157,09-09-1970,638,The Wild Child,The Film Desk,Drama,3762,476
9158,07-10-2016,761,The Hollow,Uncork'd Entertai…,Thriller/Suspense,3755,434
9159,14-09-2012,671,Arbitrage,Roadside Attractions,Thriller/Suspense,3752,461
9160,18-11-2011,692,Rid of Me,Phase 4 Films,Black Comedy,3725,467
9161,25-12-1942,762,Arabian Nights,Universal,Adventure,3719,429
9162,08-12-2023,562,Lord of Misrule,Magnet Releasing,Horror,3717,344
9163,29-07-2011,693,The Harvest/La Cosecha,Cinema Libre,Documentary,3709,467
9164,19-09-2014,694,Hollidaysburg,Starz Media,Comedy,3709,453
9165,19-11-2010,639,Heartless,IFC Films,Horror,3697,468
9166,03-08-2018,695,The Family,Film Movement,Drama,3696,405
9167,04-03-2022,455,Adventures in Success,Utopia,Comedy,3695,350
9168,03-08-2012,693,Free Radicals: A History of…,Kino Lorber,Documentary,3689,463
9169,07-12-2012,694,Yangsi,Alive Mind,Documentary,3685,462
9170,06-05-2011,694,Passion Play,Image Entertainment,Drama,3669,462
9171,19-05-2017,674,Soul on a String,Film Movement,Drama,3669,409
9172,28-08-2009,640,Big Fan,First Independent…,Comedy,3666,464
9173,24-10-2014,695,Exists,Lionsgate,Horror,3650,446
9174,19-09-1997,456,Going All the Way,Gramercy,Drama,3648,346
9175,14-03-2014,696,The Word,Scarlet Sky Produ…,Drama,3648,446
9176,06-11-2015,739,In the Basement,Strand Releasing,Documentary,3643,432
9177,11-02-2011,695,Raymond Did It,Plastic Age Produ…,Horror,3632,458
9178,01-11-2013,672,Mr. Nobody,Magnolia Pictures,Drama,3622,445
9179,18-06-2010,641,American Grindhouse,Lorber Films,Documentary,3598,456
9180,17-07-2015,740,Fidelio Alice's Journey,First Run Features,Drama,3580,424
9181,10-11-2017,675,Shakespeare Wallah,Cohen Media Group,Drama,3577,398
9182,28-03-2014,697,Hide Your Smiling Faces,TriBeca Films,Drama,3576,437
9183,16-09-2016,763,The Last Film Festival,Monterey Media,Comedy,3558,411
9184,27-01-2017,676,Emily,Hibernation Films,Drama,3547,395
9185,17-05-2019,654,The Wandering Soap Opera,Cinema Guild,Comedy,3542,386
9186,31-07-2015,741,Jenny's Wedding,IFC Films,Drama,3540,419
9187,29-12-2010,642,The Red Chapel,Lorber Films,Documentary,3539,448
9188,13-12-2013,673,Tricked,Kino Lorber,Documentary,3533,434
9189,25-11-2016,677,Mifune: The Last Samurai,Strand Releasing,Documentary,3531,393
9190,03-07-2015,764,Amy,A24,Documentary,3528,407
9191,11-01-2012,695,Loosies,IFC Films,Comedy,3519,442
9192,10-04-2020,359,The Roads Not Taken,Bleecker Street,Drama,3518,383
9193,16-09-2011,696,Jane's Journey,First Run Features,Documentary,3507,440
9194,14-06-2024,496,Just the Two of Us,Music Box Films,Thriller/Suspense,3506,325
9195,30-04-2020,389,Marighella,ArtMattan Films,Action,3502,344
9196,31-07-2015,742,That Sugar Film,IDP/Samuel Goldwy…,Documentary,3500,415
9197,10-03-2017,678,Who’s Crazy,Kino Lorber,Drama,3497,389
9198,28-03-2014,698,Locker 13,Brothers' Ink Pro…,Thriller/Suspense,3496,427
9199,01-03-2013,674,The Condemned,Strand Releasing,Thriller/Suspense,3489,429
9200,20-04-2012,697,Downtown Express,,Drama,3474,436
9201,28-06-2024,497,June Zero,Cohen Media Group,Drama,3473,322
9202,10-01-2014,699,Raze,IFC Midnight,Action,3453,422
9203,19-09-2014,700,Life’s a Breeze,Magnolia Pictures,Comedy,3450,422
9204,23-10-2015,743,Blackhats,Reel One Entertai…,Thriller/Suspense,3442,408
9205,13-01-2023,563,Jethica,Cinedigm,Comedy,3440,319
9206,11-12-2020,360,IP Man: Kung Fu Master,Magnet Pictures,Action,3439,374
9207,16-11-2018,696,Under the Wire,Abramorama Films,Documentary,3429,376
9208,27-01-2017,679,Speed Sisters,First Run Features,Documentary,3423,381
9209,27-09-2017,680,Bugs,Kino Lorber,Documentary,3423,381
9210,30-03-2018,697,Reinventing Marvin,Mongrel Media,Drama,3420,375
9211,20-05-2022,457,Into the Weeds,Mongrel Media,Documentary,3410,323
9212,01-05-2015,744,Hyena,TriBeca Films,Thriller/Suspense,3401,403
9213,13-03-2013,675,The Happy Poet,Cinema Libre,Comedy,3400,418
9214,17-11-2023,564,You’re All Gonna Die,Indican Pictures,Horror,3399,315
9215,04-06-2010,643,Speed Dating,Rockstone Releasing,Romantic Comedy,3394,430
9216,14-12-2012,698,Let Fury Have the Hour,CAVU Releasing,Documentary,3386,425
9217,01-02-2013,701,Little Fugitive,APD/Cinema Conser…,Drama,3384,414
9218,16-09-2022,458,Carp-e Diem,Indican Pictures,Comedy,3364,319
9219,02-11-2012,699,Vamps,Anchor Bay Entert…,Romantic Comedy,3361,422
9220,11-05-2012,700,Sleepless Night,TriBeca Films,Thriller/Suspense,3358,421
9221,22-01-2010,644,Murder in Fashion,Regent Releasing,Drama,3346,424
9222,16-10-2016,765,Mi America,Industrial House …,Drama,3330,384
9223,22-11-2013,676,Contracted,Arclight Films,Horror,3328,409
9224,19-09-1974,645,Amarcord,,Comedy,3326,421
9225,15-05-2015,745,Know How,First Run Features,Musical,3323,394
9226,12-12-2014,746,Tip Top,Kino Lorber,Comedy,3318,393
9227,01-12-2023,498,La Syndicaliste,Kino Lorber,Thriller/Suspense,3317,307
9228,06-11-1977,361,Mr. Klein,Quartet Films,Drama,3310,360
9229,22-05-2015,747,Drunk Wedding,Paramount Pictures,Comedy,3301,391
9230,11-11-2022,459,Bar Fight!,IFC Films,Comedy,3300,313
9231,18-03-2016,766,Burning Bodhi,Monterey Media,Drama,3289,380
9232,07-04-2017,681,A Kind of Loving,Rialto Pictures,Drama,3278,365
9233,13-12-2013,677,Here Comes the Devil,Magnolia Pictures,Horror,3271,402
9234,02-02-2018,698,The Cage Fighter,IFC Films,Documentary,3267,359
9235,23-06-2023,499,Break the Mold: The Zach Ba…,Holt Hamilton Dis…,Documentary,3263,302
9236,26-03-2010,701,The Terkel in Trouble,,Adventure,3259,409
9237,28-08-2015,748,Windsor Drive,Indican Pictures,Thriller/Suspense,3256,386
9238,16-12-2016,682,The Bad Kids,FilmRise,Documentary,3249,362
9239,15-01-1999,696,Mississippi Mermaid,MGM,Drama,3244,409
9240,27-10-2023,565,Bonded,Breaking Glass Pi…,Horror,3244,300
9241,03-10-2018,699,Over the Limit,Film Movement,Documentary,3243,355
9242,07-10-2011,697,The Sons of Tenessee Williams,First Run Features,Documentary,3242,408
9243,16-12-2015,749,Dreams Rewired,Icarus Films,Documentary,3240,384
9244,09-06-2011,702,Summer,The Film Desk,Drama,3236,406
9245,26-07-2024,500,The Last Breath,RLJ Entertainment,Thriller/Suspense,3214,298
9246,04-12-2015,767,"Arabian Nights: Vol. 1, The…",Kino Lorber,Drama,3203,370
9247,30-01-2015,750,Wild Card,Lionsgate,Action,3200,379
9248,26-04-2013,678,The Day I Was Not Born,Mongrel Media,Drama,3191,392
9249,13-09-2019,655,Another Day of Life,GKIDS,Drama,3190,348
9250,09-10-2015,751,Xenia,Strand Releasing,Drama,3181,377
9251,07-10-2011,703,The Swell Season,Seventh Art Relea…,Documentary,3178,399
9252,14-04-2017,683,Heal the Living,Cohen Media Group,Drama,3176,354
9253,12-10-2016,684,Tower,Kino Lorber,Drama,3173,353
9254,28-08-2009,646,The September Issue,Roadside Attractions,Documentary,3169,401
9255,14-01-2011,698,Plastic Planet,First Run Features,Documentary,3164,398
9256,17-02-2012,704,Cirkus Columbia,Strand Releasing,Drama,3163,397
9257,02-12-2016,700,The Ghosts of Johnson Woods,Driving With Our …,Horror,3145,345
9258,15-04-2016,768,In Harmony,Distrib Films,Drama,3144,363
9259,21-10-2011,699,Balls to the Wall,Midwest Movies,Comedy,3140,395
9260,24-08-2018,701,Hot to Trot,First Run Features,Documentary,3133,343
9261,06-03-2015,752,Allure,,Drama,3130,371
9262,03-07-2014,702,The Girl on the Train,Monterey Media,Thriller/Suspense,3124,382
9263,12-03-2010,647,My Year Without Sex,Strand Releasing,Comedy,3119,395
9264,08-03-2013,679,Superstar,Mongrel Media,Comedy,3111,382
9265,12-08-2022,460,Bloom Up: A Swinger Couple …,Kino Lorber,Documentary,3107,295
9266,29-10-2014,703,Showrunners: The Art of Run…,Submarine Deluxe,Documentary,3100,379
9267,28-10-2022,566,Please Baby Please,Music Box Films,Musical,3086,286
9268,20-10-2017,702,Aida’s Secrets,Music Box Films,Documentary,3082,338
9269,13-09-2013,680,Plush,IM Global/Blumhouse,Thriller/Suspense,3080,378
9270,16-08-2013,681,Drew: The Man Behind the Po…,Kino Lorber,Documentary,3078,378
9271,19-10-2012,682,All Together,Kino Lorber,Comedy,3077,378
9272,26-02-2019,656,Chasing Portraits,First Run Features,Documentary,3076,335
9273,20-08-2010,648,Altiplano,First Run Features,Drama,3063,388
9274,26-08-2022,461,Highway One,Indican Pictures,Drama,3063,290
9275,16-09-2011,700,The Weird World of Blowfly,Variance Films,Documentary,3062,386
